content,factor_label,score
nya bagus sih cuma kenapa pedahal saya sering banget belanja tapi tiap ajukan spinjam selalu di tolak ya,CA,5
saya sih tangguhkan sudah 1 tahun lebih belum bisa sih pulihkan saya kecewa padahal saya hampir tiap hari belanja terus,CA,1
untuk pembayaran aplikasi nya semua sangat mudah dan baik sangat aman belanja di sini pembayaran juga sangat mudah bahkan ada namun sebagian toko untuk proses dan pengemasannya sangat lama bisa hari 3 hari,EU,5
saldo saya hampir th belum juga di kembalikan sudah sering melaporkan jawaban selalu itu saja banyak yang terlambat membayar tagihan pada saat awal korona tapi banyak juga yang masih bisa menikmati fitur saya cuma ngutang 5rb terlambat lunasi bulan langsung di blacklist mending hapus saja payteter soping kalau hanya tebang pilih orang yang menikmati nya,AC,1
menurut saya ini belanja yang keren banget caranya gampang tidak rumit apalagi sekarang dilengkapi dengan menu pembayaran yang banyak macamnya mulai dari bayar di tempat lebih memudahkan lagi semua barang yang di cari ada di sini bahkan pengiriman luar negeri sjaa smpainya cepat sekali apali barang yang dalam negeri kupon diskonnya juga ada terus sehingga enak buat belanja karena ada potogan diskon yang bkin ketagihan untu terus belnjaa selain itu memuaaskan sekali krnaa branngyaa beraneka ragam,CA,5
tolong proses di mudahkan karena sangat membantu,EU,4
bagus is terbaik semoga di bulan januari 5 nanti saya dapat di acc saya minimal,AC,5
suka dengan yang satu ini tapi kesiniin jadi berkurang kupon gratis ongkos kirimnya kurang seruu tidak ada kupon gratis ongkos kirim untuk bayar di tempat harus pakai mulu ada dianggurin saja berasa percuma kalau sebelah mah tidak suka pakai kupon gratis ongkos kirim sesuai ketentuan di deskripsi minimal pembelanjaan pas cek out otomatis langsung free ongkos kirim jadi belanja kapan pun bisa mau bayar di tempat mau bayar pakai uang digital transfer atau ke merchant terdekat lebih mudah,CA,4
memang belanja daring ter thebest lengkap semua ada dan sudah pasti terpercaya sekadar saran minimal untuk fitur pembayaran bisa dikasih fitur pembayaran per produk jadi tidak harus semua pas mau bayarnya dalam sebulan itu jadi bisa bayar per beberapa produk shopee,CA,5
sekarang kupon gratis ongkos kirimnya sedikit terlalu di khususkan banget sama shopeepay padahal dahulu getol banget belanja di karena kalau pakai mobile banking juga gratis ongkos kirim walaupun minimal 3rb gamasalah tolong dong semakin up di tingkatkan lagi supaya makin banyak yang belanja,CA,1
saya pengguna sudah lama dan saya sangat senang dengan adanya dengan adanya fitur tersebut sedikit memudahkan saya dalam berbelanja tapi boleh kah saya berpendapat untuk pembayaran pelunasan perbulan bisa dibayar perbarang jadi tiap bulan tidak langsung semua barang menjadi satu saya sangat ingin mendapat tanggapan baik dari anda,CA,5
menurut saya yang shoppe harusnya bisa buat belanja semua kategori seperti top up kupon isi pulsa dan lain buka hanya buat belanja barang saja saran saya sih harusnya bisa buat belanja semua kategori terima kasih semoga permintaan saya terkabul,CA,4
harga kompetitif banyak promo kupon diskon yang menurut saya tidak bertele tele ketika akan di gunakan tidak seperti olshop yang lain yang terkadang ketika saya akan cek out barang kupon tidak bisa di gunakan dan yang paling saya suka ada fitur pembayaran menggunakan belanja sekarang bayar nanti tanggal 5 bulan depan user friendly hanya saja bila terlalu lama mencari barang kadang lagi dan jadi lambat di clear cache dahulu baru lancar kembali,CA,5
saya sudah lebih 1 kali mendaftar tidak pernah di acc padahal saya sudah lebih dua tahun menggunakan dan sering memesan barang,AA,1
shoppe sekarang kenapa ya susah banget dapat gratis ongkos kirim harus ada minimal belanja sudah belanja 1rb pun masih harus bayar ongkos kirim biasanya dahulu belanja tidak sampai ribu pun bisa dapat ongkos kirim sampai rp juga begitu belanja berapa tagihan berapa biasanya kalau yang bayar bulan depan akan cuma selisih 5rb an saja sekarang belanja 99rb bayar harus 13rb tolong shoppe kembali seperti dahulu,CA,1
usul jika shopeepay tidak mencukupi untuk membayar total belanjaan kalau bisa untuk membayar sisanya untuk menutupinnya jadi kita tidak menunggu lama mencari dana untuk belanja next angsurannya terjangkau apalagi nominal belanjaanya besar terima kasih shopee,CA,4
masih merasa senang belanja disini karena selama ini tidak nemuin kasus aneh terkait barang dan seller nya trusted semua inshaallah tapi yang menjadi masalah belakangan ini adalah 1 jasa kirim tidak bisa memilih jasa kurir seperti dulu jasa kurir yang sekarang agak lama dan tidak diperbarui posisi pengiriman barang di sistemnya takut ada masalah kedepannya kuponnya hampir semua harus menggunakan shoppee ya tidak seperti dulu bisa klaim tanpa s ke yang rumit 3 gratis ongkos kirimnya kok sekarang sedikit susah ya terima kasih,CA,4
makin lama makin iriit kasih gratis koin makin malas kasih ulasan di etalase toko sekarang tidak ada keterangan kecepatan pengemasan pengiriman kupon gratis ongkos kirim untuk non selama satu bulan cuma dikasih 1 bagaimana mau sering beli bayar di tempat kupon gratis ongkos kirimnya kebanyakan untuk pembayaran melalui saja kayaknya sengaja biar kita isi terus strategi marketing saya sudah diverifikasi tapi tidak bisa dipakai anehh banget,CA,2
rumit cuma modal menang bisa bayar belakangan saja pembeli jad sering minta belanja lewat sini aktivasi susah akun sudah 5 tahun mau aktivasi susah banget mending juala di toko ijo tokopedia tampilan bagus tidak berat ini sudah jelek banyak berita ngerugiin seller sama kalau urusan ini itunya susah,CA,1
segala hal dalam mencari produk yang dibutuhkan jadi lebih efesien dan efektif hanya saja mengapa ya saya tidak bisa buat beli token listrik maupun pulsa padahal disaat lagi tanggal tua token listrik habis itu sangat membantu jika saja saya bisa digunakan untuk itu terima kasih,CA,5
di kenakan biaya transaksi padahal dua bulan kemarin tidak ada biaya transaksinya seharus biaya transaksi di tampilkan pada saat cek out biar transparan biaya transaksi kok lebih mahal dari bunga biaya penanganan 1 dari transaksi masih oke tapi sekarang pada saat pelunasan kenapa baru muncul biaya tambahan cek out 14 biaya tambahn hampir5rb bulan kemarin tidak ada biaya seperti itu tahu ada biaya seperti itu pakai bulan 1 tidak ada biaya seperti itu,AF,1
make pas checkout biaya penanganannya kecil tapi kenapa pas barang sampai rinciannya berubah ya tolong kalau memberikan rincian harga tu yang benar tahu begitu mending pakai bayar di tempat kalau biaya sama saja ringanin biar tidak mahal tahu sama saja,AF,1
barang saya sudah satu bulan belum sampai juga padahal di sudah masuk cicilan pertama awalnya saya coba mengajukan pengembalian barang karena ukuran kecil walaupun size sesuai dengan pesanan tapi pengembalian saya di tolak terus sampai sekarang ini belum di kirim lagi alesannya sedang di periksa pihak terkait masa satu bulan di periksa itu harga 7rb saya harus bayar cicilan sedangkan barang sampai sekarang ini belum sampai juga asli kecewa,CA,1
saya senang belanja di yang paling bagus paling ter terbaik lah apalagi ada dan spinjam tidak pernah ada kendala apapun selama belanja disini tidak pernah ada masalah sama sekali untuk pengiriman sesuai estimasi top sering banget dapat kupon gratis ongkos kirim jangan sampai mengecewakan pelanggan ya pee,CA,5
suka pakai kenapa karena ada paylaternya bukan maksud ngajarin ngutang tapi memudahkan hidup saja kalau mau belanja apa tuh bisa gerak cepat begitu tidak usah top up dahulu kalau pakai top up bisa sebulan sekali saja karena saya suka gambrengan malas rumit top up bolak balik jaringan ebanking tidak selamanya mulus,CA,5
kok seperti ini ya sekarang sudah kalinya saya seperti ini di pembayaran yang sudah dibayar bulan kemarin masuklagi ke bulan berikutnya yang lebih parah lagi pesanan yang sudah bulan lalu masuk lagi di tagihan dibulan september ini kok parah sekli nipunya secara perlahan tapi pasti,AC,1
aplikasi nya bagus banget pokoknya barangnya real pict semua harga juga terjangkau banyak fitur yang uwuu banget seperti shoope kupon tunai back dan gratis ongkos kirim dan sebagainyaa pokoknya uwuu banget,CA,5
kok bisa masa bayar barang keseluruhan tertera segitu sudah termasuk biaya pengiriman menggunakan shopepay tapi setelah bayar ke shoope bahkan lebih besar bayarnya dari yang tertera sebelumnya padahal aku bayar sebelum 1 bulan atau tidak nunggak kok bisaa kalau butuh dikirim tu foto transaksinya bakal saya kirim ini,AF,3
belanja paling termantab deh pokoknya banyak promo nya banya kupon cashback dan yang pasti gratis ongkos kirim apalagi sekarang ada fitur yang memudahkan kita dalam bertransaksi tanpa kredit belanja sekarang bayar bulan depan,CA,5
saya selalu gagal sudah puluhan coba,AP,5
saran saja tolong kalau bisa untuk pembayaran yang cicilan dan bayar nanti bisa di pisah dimana bayar nanti bisa di bayar lebih dahulu kapan saja pastinya sebelum jatuh tempo tanpa harus membayar yang cicilan terima kasih,CA,4
saya merubah penilaian maaf untuk semua baik dalam hal shopepay dan belanja tapi yang membuat saya kecewa sekali adalah dalam hal flashsale singkat saja setiap ada flashsale terjadi glitch timer di menit menuju 1menit berkali dan sampai flashsale saya masih mengalami glitch shope did you know rumor bereda di internet mereka menggunakan aplikasi support outo buy jika itu benar itu sangat merugikan dan mengganggu pengguna setia shope terima kasih,CA,1
shopping di shoppe tidak meragukan lagi cuman kadang kala yang bikin jengkel adalah kurirnya yang tidak mengirimkan barang tepat pengen dong shoppe tambahkan shoppe saya dan yang paling utama jaga kerahasiaan pelanggarannya karena beberapa kali akun saya di hacker walaupun agak lambat penanganannya cuman semua okay kalau belanja di shoppe kalau boleh saran sih kasih dong reward buat pelanggan dengan kasih kupon belanja gratis disetiap toko sedikit banyaknya belanjaannya,CA,5
awalnya enak pakai shoppe lama kelamaan atau kupon gratis tidak se murah seperti dahulu nominal terus ada biaya di tambah tapi tidak jelas pas checkout tidak ada penjelasan untuk itu saya beralih ke ttshop aklku dan lzd nonton video koinya dikit amat nanti kalau bagus lagi seperti dahulu nanti di pakai lagi aplikasi untuk belanja,CA,2
saya bintang satu sudah lama pakai shopy belum bisa aktifkan gagal terus dan belum bisa berkali kali gagal terus,CA,1
terima kasih shope ini amat sangat membantu ya ada nya dan ada juga spinjam bagus kerja buat shope,AP,5
makin mudah belanja apapun apalagi ada shope makin rajin sudah belanja,CA,5
kalau bisa tanggal jatuh tempo pembayaran bisa di ganti sesuai tanggal gajihan nya,AC,1
seharusnya ditingkatkan cara pembayarannya yang dibayar tiap bulan bisa dicicil tiap hari jadi waktu hari h tidak memberatkan,CA,4
sangat membantu apa lagi adanya sangat membantu sekali tapi harus bisa memililh barang yang asli dan harga murah soalnya ada barang yang sama tapi harga berbeda jauh harus pintar memilah sekarang jarang sekali gratis ongkos kirim,CA,5
bagus sie menurut mudah mengunakan mantap pokoknya semoga bisa di acc terima kasih,EU,5
bagus sih cuma limit tolong di evaluasi yang sering belanja atau tidak,CA,5
kecewa tiba limit jadi baru dikasih limit 9 baru dipakai 3 an mau di pakai lagi tahu sudah kecewa jangan takut tidak kebayar di aplikasi sebelahpun pembayaran we lancar tidak ada cacat tolong di perbaiki dimaksimalkan,CLA,1
percuma banyak kupon gratis ongkos kirim kalau tidak bisa di pakai buat pembayaran shopeepay dahulu bisa sekarang bahkan tidak bisa untuk member platinum kalau bayar di tempat sama bahkan bisa di suruh ngutang terus ada biaya penanganan kalau bayar di tempat sama kalau buat jual lagi untung tipis banget,CA,1
saya pengguna setia merasa kecewa karena lambat iklan banyak gratis ongkos kirim pun sekarang cuma potong saja pun ada bunganya pengiriman makin lama kadang tidak sesuai estimasi akhirnya saya komplain ke penjual,AE,1
mau bayar tapi fitur nya tidak bisa dibuka sudah seharian tunggu untuk bisa lihat tagihan dan dapat kodenya tetap tidak bisa kebuka padahal sudah ganti jaringan sudah diperbarui setiap ditelfon sudah dikasih tahu keluhannya tapi masih tidak ada perubahan kalau sudah jatuh tempo dan tetap seperti ini yang dinilai buruk peggunanya padahal fitur aplikasi nya sendiri tidak mendukung sungguh sangat buruk,AC,1
memudahkan saya berbelanja dan berjualan dengan cepat dan aman termasuk mentransfer dan menarik dana membeli pulsa kuota internet mendapatkan pelayanan pengiriman sesuai pilihan saya mendapatkan tawaran mengenal lebih banyak lagi pelaku dagang daring dan juga customers mengeksplore lebih banyak lagi produk lokal berkualitas menu sangat membantu dan membuat saya berkembang pesat saya rasa orang lain juga memiliki pengalaman yang menyenangkan bersama shopee,CA,5
makin kesini makin kurang asyik saya sebagai pengguna lama dan pengguna aktif di sangat kecewa terutama untuk kupon yang hanya bisa di pakai dengan pembayaran shopeepay padahal sebelum bisa digunakan untuk semua metode pembayaran di tambah lagi limit di kurangi dari 1 sekarang cuma 5rb padahal pembayaran tidak pernah terlambat dan sampai sekarang sudah berjalan 3bulan limit belum naik lagi semoga cepat di maksimalkan terima kasih,CA,5
ini sangat rumit untuk mengaktifkan spinjam dan sudah brapa kali coba tetap tidak bisa saya sudah melakukan isi data dengan benar tetap saja hasilnya nihil sorry aku uninstall sangat jelek,AR,1
hanya bagus untuk pesan produk tapi tidak bagus untuk cicilan apalagi untuk pemakaian shopeepinjam sangat menjebak sekali sudah dengan angsuran terus di saat pembayaran limitnya tidak balik dengan sesuai itungannya mala selisih bisa hingga 4rb parah banget,CA,2
tidak bisa chat dengan penjual saya uninstaller dan re login berkali kali dari kemarin tidak bisa bagaimana nih saya bayar aplikasi sudah saya coba install ulang tetap tidak bisa login baru 1 jam saya coba dan berhasil login dengan kartu 3 dengan kartu yang lain atau indihome tidak bisa login tolong di perbaikan lagi jaringan server bukan salah user password login melalui google dan fb tidak bisa dari kemarin menggunakan wifi melalui indihome masa sih kominfo main blokir lagi,AA,1
well everyday it got so much worse now not got better especially on ongkos kirim jauh lebih mahal sekarang ongkos kirimnya dan terkadang tidak bisa memakai gratis ongkos kirim dan stop gratis ongkos kirim hanya khusus pembayaran bayar di tempat shoppe shoppe karena saya jarang menggunakan bayar di tempat ataupun yang disebutkan diatas mungkin pendapat orang lain berbeda dan sebenarnya ada masalah lain seperti kurir flash sale dan lain lain sepertinya aneh flash sale rp 1 selalu habis dalam kurang dari 9 detik thats it,CA,3
kenapa sih sekarang jadi malas deh buka aplikasi sering banget ngefreeze terus loading lama padahal signal wifi bagus saja sering banget ngblank terus kalau mau belanja giliran mau cek out harus di ulang berkali baru bisa padahal bayar bukan tolong dong di perbaikan jangan sering diperbarui tapi tidak ada perubahan padahal aku tuh senang sama aplikasi shopee,CA,5
turunin bintang saya pengguna lama tapi daftar data sudah lengkap terus pas scan wajah sudah di diperbarui berkali kali masih saja error kalau tidak niat kasih kenapa di tawarin terima kasih kalau sudah di acc paylaternya baru bintang 5 lagi,AR,1
kenapa daftar shope tidak bisa padahal photo ktp sudah benar berlaganan mungkin sudah lama susah amat sih tolong pihak developer apa karena takut ya tidak di civil haduehh makin lama makin malas rasanya,AA,5
akun sudah gold tapi gadapet shopeepaylater dengan alasan harus belanja terus padahal dari akun awal sampai gold bukan itu belanja sangat mengecewakan sekali malahan akun teman yang jarang belanja bahkan limit bertambah benar mengecewakan,CA,1
suka sekali belanja di pilihan barangnya banyak dan harganya mulai dari yang murah sampai yang mahal apalagi sekarang punya layanan belanja dahulu bayarnya bulan depan bisa ngajukan cicilan lagi terima kasih terbaik pokoknya pertahankan kualitas layanan nya,CA,5
banyak bugnya tidak pernah di perbaiki sistem percariannya juga buruk terutama tidak ada filter toko berdasarkan kota hanya sampai provinsi saja dahulu suka pakai karena masa pandemik limit jadi nol juga jadi malas pakai aplikasi tersebut,CA,2
maaf bintangnya saya turunin ternyata di buat kecewa juga sama pihak shoppe kenapa metode shoppe saya tidak muncul saya sudah belanja sering tapi menu paylaternya tidak ada sedangkan teman saya baru unduh langsung ada menu dan belum di pakai belanja juga akunnya mohon pertimbangannya,CA,1
bagus aplikasinya tapi akhir ini kenapa kalau saya pakai kupon gratis ongkos kirim tidak berlaku dengan harga angsuran tidak berubah sama seperti harga sebelum pakai kupon padahal total harganya berkurang tapi kalau pakai tidak bisa terima kasih,CA,4
saya tidak mengaktifkan shope tapi tiba akun saya di batasi dengan alasan belum membayar hope paylater,AA,1
belanja mah oke cuman saya tidak tahu kenapa pas mau di aktipin selalu di tolak pdahal sering belanja di shope tetapi saya tidak tahu dari pihak shope selalu di tolak,CA,4
ketika saya mau membuka shoppepaylater loading nya lama sekali setiap jam saya coba tetap tidak bisa padahal saya mau membayar tagihan saya coba untuk log out dahulu dan log in kembali tapi susah sekali log in alasan jaringan bermasalah padahal saldo saya masih lumayan banyak di akun itu,CA,1
padahal terlambat cuman bulan habis itu langsung dibayar lunas dan spinjam tapi tetap saja dibekukan payahh,AC,1
sudah di perbarui sudah dicoba install ulang tetap saja tiap buka muncul tulisan ups halaman sedang dalam perbaikan hadeuhh kenapa saya jadi tidak bisa belanja dan saya juga jadi jatuh tempo gara tidak bisa dibuka,CA,1
mantap lah belanja di selain barang yang lengkap dapat harga flash sale tunai back gratis ongkos kirim juga dapat itu yang paling kusuka oh iya dari tunai backnya juga dapat dipakai buat bayar di semua kategori cuma satu yang tidak aku suka di yaitu ongkos kirimnya rata mahal jadi harus pilih yang ongkos kirimnya murah,CA,5
sangat bagus hanya sedikit masukan untuk harusnya bisa di gunakan untuk semua seperti beli pulsa e toll dan lain lain jangan hanya untuk belanja selagi kita gunakan di pertahankan dan jangan sampai mengecewakan kalau ada penjual tidak amanah langsung blokir dan diberikan tanda khusus oleh pihak pedagang yang kurang rekomendasi jangan hanya dilihat dari rating bintang saja tapi berikan tanda khusus semacam agar konsumen bisa lebih berhati hati,CA,5
sangat kecewa saya selalu bayar tagihan sebelum jatuh tempo tapi limit di kurangin sampai 9rbu lebih sangat kecewa saya sorry saya kasih binta 1 dulu kalau limit di kembalikan baru saya kasih bintang 6 terima kasih,AC,1
kenapa pembayaran melalui tidak semua toko bisa kalau pembayaran hanya bisa di toko yang berbintang buat apa dan juga gratis ongkos kirim lebih banyak pakai atau mohon dipertimbangkan lagi untuk kenyamanan pembeli dan penjual terima kasih,CA,2
awal bulan biasanya banyak kupon gratis ongkos kirim tapi sekarang cuma punya 1 kupon yang bisa semua metode pembayaran kupon gratis ongkos kirimnya jangan hanya banyak untuk shopeepay saja dong jadi terbatas mau belanja karena tidak semua punya dan tidak semua pakai shopeepay rumit ah harus top up di atm,CA,3
kecewa banget sama saya mempercepat pelunasan barang yang saya beli di dan sudah tertera lunas barang tersebut 1 bulan tapi di tahihan pembayaran berikutnya masih ada saja tagihannya padahal sudah di bayar semuanya dari awal semua pembayaran tiap bulan uang saya terus temakan karena tagihan tersebut menyesal banget bayar lebih awal semua tagihan nyatanya bahkan ada beberapa barang yang selalu muncul tagihan padahal sudah lunas,AC,1
sudah langganan belanja di selama 5 tahun pengalamannya belanja dishopee pembayarannya mudah memilih barangnya pun mudah pengirimannya bagus banget karena sehari langsung sampai hanya saja ongkos kirimnya kurang murah dan kupon gratis ongkos kirimnya kebanyakan khusus untuk pembayaran dan saja semoga kedepannya kupon gratis ongkos kirim bisa dipakai untuk semua sistem pembayaran sukses selalu shopee,CA,5
awal membantu kesini sangat kecewa karena limit saya tidak kembali jadi tidak bisa di gunakan padahal saya tidak pernah terlambat bayar malahan kalau terlambat bayar sehari juga denda sangat besar tidak jelas mending uninsta,AC,1
tiap pesan barang tidak pernah ada kendala semua lancar kalau barang dibatalkan oleh sistem saat pakai pun tidak ada masalah dengan pengembalian dana suka belanja daring karena mempermudah sekali tidak usah kemana dan dengan tidak rumit,CA,5
saat ingin mengaktifkan ktp sudah terdaftar di akun yang sudah hilang bagaimana solusinya,AA,5
sangat suka belanja di apalagi dengan adanya sangat membantu sekali dalam mengatur belanja bulanan promo nya banyak sering dapat gratis ongkos kirim pengirimanxa juga cepat,CA,5
tambah lama tambah tidak jelas deh masa iya tidak bisa buka fitur sering black screen tidak jelas kalau begini bagaimana saya mau bayar saya lambat banget sering tidak bisa dapat flash sale,CA,1
saya senang belanja di karena lengkap banyak pilihan fitur pembayaran up to date untuk produknya selektif dalam menerima seller toko yang dipercaya dan satu yang utama adalah sekarang ada yes ini memudahkan saya belanja sesuai kebutuhan dengan program cicilan tanpa pakai kartu kredit is terbaik,CA,5
sudah lebih 1 bulan spaylater masih non aktif sudah jadi member platinum pula dalam waktu singkat alasannya menunggu kebijakan perseroan terbatas tapi sampai saat ini tidak ada jalan keluar ternyata bukan saya saja yang mengalami hal ini beberapa teman saya demikian dan mereka mulai memutuskan untuk menutup akunnya pelayanan pelanggan selalu beralasan sistem akan yang kendalikan juga manusia tidak ada masalah dengan fintech manapun kenapa dipersulit ya,AA,1
sudah lunas tapi saldo terus sudah 1th akhirnya pindah ke lazada pembayaran saja sempat bermasalah padahal saya dishopee belanja jutaan tiap bulan kecewa sekarang jadi malas mau belanja lagi sekarang ke tokopedia belanja bulanan mudah tidak berat dilazada pun dapat lazpayleter limit 5jt makin betah deh,CA,2
shopeepaylater tolong dibenahi lagi masa akun baru yang belum belanja sama sekali sudah dapat aktivasi saya mah sudah sering belanja dan topup shopeepay juga masih belum dapat kecewa sih tapi keren murah dan cepat untuk aplikasi olshop,CA,5
sekarang gjls beda kayak yang dahulu setiap minggu pasti ada gratis ongkos kirim minimal belanja sekarang bahkan sudah tidak ada sama sekali sekalinya ada min3 ribu belanja itu juga buat satu toko saja sama bagaimana sih pihak sama sekali tidak mikirin kita pejuang gratis ongkos kirim gratis ongkos kirim itu penting bagi kalangan pelajar kalau gratis ongkos kirim tidak ada mending hapus saja toh peminat sekarang menurun,CA,1
tolong segera perbaikan saya mau melakukan pembayaran sudah 3 hari tidak bisa karena berat sudah di relogin sudah hapus cache masih dengan kendala yang sama nanti pembayaran terlambat pelanggan yang kena denda sedangkan lambat bukan main,AC,1
awalnya sih fine saja pakai tapi sekarang agak sedikit kesel sudah tambah barang di keranjang eh pas mau cek out pakai kupon gratis ongkos kirim ternyata tidak semua toko barang ekspedisi didukung dan bisa di pakai dengan menggunakan kupon tersebut ada beberapa x sering seperti itu dan lagi sekarang ada aku sudah aktifin akun tapi balik lagi tidak semua toko barang ekpedisi mendukung padahal dahulu tidak begini tlg kembalikan kenyamanan belanja kami bcs lumayan banget kalau bisa beli barang murah dan gratis ongkos kirim hehe,CA,4
aplikasi bagus tapi kenapa saya tidak bisa mengaktifkan ya padahal sudah di diperbarui beberapa kali masih tetap tidak bisa verifikasi ditolak di suruh restart bagaimana ya padahal saya suka banget belanja dinshope,CA,3
saya suka banget dengan ini saya belanja di sudah berkali kali semuanya memuaskan terima kasih you dan mempermudah saya untuk belanja daring sudah begitu banyak gratis ongkos kirim casback koin pula pkonya mantap sudah apalagi sekarang sudah ada sangat membantu bagi saya belanja dahulu byarnya bulan depan deh dan bisa cicil lagi tapi ada saran nih juragan kalau bisa maksimal cicilan di tambah dan pngajuan limitnya di tambah lagi,CA,5
sekarang kurang menguntungkan yang banyak dapat gratis ongkos kirim cuma pengguna saja yang pengguna biasa cuma dapat sekali sudah tidak seperti dahulu kecewa sekarang juga sering nge bug keseringan loading lama buka toko di ujungnya yang keluar cuma layar putih semua sudahlah malas padahal langganan beli di shopee,CA,2
saya suka pakai shope belanja apa saja ada dan terpercaya tapi saya kecewa sudah bertahun tidak dapat bahkan teman saya yang baru 5 bulan sudah muncul tidak jelas itu syaratnya apa pdahal peningkatan pembelian di lakukan bahkan ampir tiap minggu selalu belanja tapi tidak ada muncul shopepaylatter kecewa,CA,5
paling suka belanja di shope bonus gratis ongkos kirim dan lain lain banyak dapat tapi sayang kadang tidak bisa dipakai diproduk yang saya beli saran saya coba semua produk di shope bonus gratis ongkos kirim bisa dipakai semua perbanyak lagi dong bonus gratis ongkos kirim sekarang makin asyik belanja di shope karena bisa pakai shope dan bayarnya pun belum sampai waktunya sudah bisa di bayar,CA,5
sangat kecewa sekali barang saya beli tidak pernah awet di non aktifkan tanpa sebab pembayaran tidak pernah terlambat aneh box hapus instalan jawaban dari provider tidak nyambung,CA,1
sudah membuat bahkan gagal sudah masukkan data lengkap tapi belum bisa sedangkan fitur gratis ongkos kirim dan lain kebanyakan mensyaratkan penggunaan susah tidak tahu datanya aman tidak,AR,1
yang sangat bermanfaat selain untuk belanja daring juga di lengkapi dengan fitur lainnya yang bisa membantu aktivitas sehari seperti pembelian pulsa baik untuk seluler maupun token listrik dan bisa digunakan untuk transfer ke segala jenis dompet digital selain itu juga ada dan pinjaman dengan bunga yang sangat rendah semakin memudahkan kita berbelanja dengan sistem bayar di tempat juga semakin aman baik secara pengecekan barang maupun nominal uang yang kita bayarkan,CA,5
saya sudah banyak history belanja belum bisa pakai geser dahulu ke toko sebelah nonaktif dahulu sementara,CA,1
akun yang sebelumnya pas mau aktivasi ktp ke logout begitu saja mau login melalui email atau nomor telpon tidak bisa katanya password salah padahal setiap pw selalu dicatat sama saya dan masih ada saldo dishopee 5k tapi yaudah terus akhirnya buat akun baru lagi sudah bisa verifikasi ktp bahkan tidak bisa daftar tolong bantuannya shopee,AA,1
tolong untuk pelayanan di perbaikan saya setiap pembelian pakai barang pesanan selalu mengecewakan seolah toko sangat menyepelekan sekali pembayaran pakai kenapa bisa begitu saya pakai lazada semua barang bagus sesuai harapan jadi tidak sia pakai yang harga jauh lebih mahal tolong jangan bikin pembeli trauma,CA,1
daring shop paling di andalkan cari produknya gampang harga paling murah dari daring shop lainya banyak permainan dan hadiahnya selalu dapat casbak selalu gratis ongkos kirim banyak harga promo nya pengiriman bisa di lihat terus bisa pakai lagi jadi tidak usah rumit ke minimarket dahulu buat bayar,CA,5
dahulu sempat memberikan bintang karena minimal ongkos kirim yang kemahalan dan potongan seidikit tapi sekarang sudah better dan worth it saja ditambah fasilitas sengaja bintang 4 biar terus meningkatkan dan memperbaiki lagi,CLA,4
seharusnya penyesuaian saldo itu kalau bagi creditur yang tidak bisa bayar sampai jatuh tempo nah ini sudah di lunasi tagihan tapi saldo tidak dikembalikan kalau memang tidak niat tidak usah deh nambahin fitur kayak begitu,AC,1
suka banget sama cuman suka lambat begitu terus kupon gratis ongkos kirimnya terpotong dikit sudah gold tapi bahkan makin mahal ongkos kirimnya tapi selebih dari itu ada sangat membantu banget terima kasih shopee,CA,5
sekarang kejang setelah di diperbarui bahkan aneh mau periksa buat bayar bahkan keluar sendiri dari point ke tidak pernah tegas sama toko yang pelanggan pesan 3 barang yang dikirim cuma barang sudah banyak kali kejadian masih kalah sama pengaturan untuk barang yang 1 tidak dikirim selebihnya keceh semua tapi maaf bintang dahulu sampai sistemasi dirubah,CA,2
awalnya dahulu saya ragu unduh tapi setelah coba saya makin banyak kemudahan dalam berbelanja tidak rumit tinggal tunggu dirumah harga pun bervariasi juga bisa bayar virtual atau pakai terima kasih banyak shopee,CA,5
sudah lama punya aplikasi nya tapi tidak pernah dipakai buat belanja karena ongkos kirimnya ke alamatku mahal setelah ada baru coba belanja ternyata pengirimannya cepat pantas ongkos kirimnya mahal sesuai dengan kinerjanya puas belanjanya barangnya bagus tinggal cek ulasan dan komentar pembeli,CA,5
saya turunin jadi segini bintang soalnya limit jadi padahal dahulu favorit banget belanja di saya cuma pernah terlambat sekali terlambat beberapa hari saja pelayanan pelanggan sudah nelfonin mulu sekarang limit harus hilang drastis begitu alasan pasti karena covid 19 basi,CA,1
dahulu suka banget sama ini karena mudahnya saat transaksi tapi semakin lama kok tidak menyenangkan karena biaya admin yang terlalu banyak dari admin saat top up admin pelayanan biaya penanganan bayar di tempat dan bunga yang menurut saya banyak,EU,3
aplikasi nya praktis dan tidak rumit saran gratis ongkos kirimnya pakai semua metode termasuk beli pulsa tagihan bisa pakai dilabeli produk asli untuk setiap produk ber merk ada pengangkutan yang lebih hemat untuk barang berat bisa lebih hemat ongkos kirim prosentase bunga diturunin lagi biar makin rajin belanja pakai shopee,CA,5
malas belanja di sini di bekukan padahal gara aplikasi nya nge bug,CA,1
sudah ber ulang disuruh tunggu dan daftar ulang daftar tidak pernah di acc,AA,1
masih dibekukan padahal sudah dibayar semua tolong buka lagi minimal nanti saya tambah bintang nya,AC,4
kecewa sudah di lunasin tapi sampai sekarang masih di bekukan pdahal limit cman 3k,CLA,1
bapak ibu yang terhormat saya memohon agar data saya di hapus karena pengajuan saya tidak dapat di lakukan atau di tolak,AR,2
